,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,110.82166884510426,215.65763259875354,291.0344493918925,318.4188920434076,182.2309176618059,150.6721779195937,120.61237994266823,277.4994067101926,206.03960237136346,204.52307217916203,354.6735060498971,207.70631187358055,205.64486590659678,203.80431203440563
1,110.82166884510426,0.0,66.70536156686033,116.07054897531324,115.9523840557046,57.71000799565334,47.68671203365608,40.296437081463914,122.38497067593026,64.60651254699958,79.00481442812337,95.93387935573202,56.69805787993667,106.11068858375691,66.22662537782516
2,215.65763259875354,66.70536156686033,0.0,178.4914019785976,176.68871641512683,119.53398877635456,117.57207883802067,66.69974262089517,166.69091892525847,120.18782882394889,129.4537118855118,228.5477709751331,122.75595187507226,120.19327916219213,144.54812735256738
3,291.0344493918925,116.07054897531324,178.4914019785976,0.0,315.6226250176292,144.45835028567373,123.02509844374843,95.56287523906623,365.61126998535843,192.00487998258623,287.5869395041635,252.38658974314367,157.0221671946494,212.49024697854404,167.43716337764977
4,318.4188920434076,115.9523840557046,176.68871641512683,315.6226250176292,0.0,147.89485093282582,123.29558403325558,103.78699996173441,315.470154126788,194.92974851760434,209.59765294029583,260.3197012401795,161.52687437286676,228.2467351108852,168.6767060776461
5,182.2309176618059,57.71000799565334,119.53398877635456,144.45835028567373,147.89485093282582,0.0,99.61487209889272,63.56490872104431,138.36624988017402,93.5815817972994,102.90239332223797,179.77233778856075,91.36275088316395,103.64717825660414,155.69020567040917
6,150.6721779195937,47.68671203365608,117.57207883802067,123.02509844374843,123.29558403325558,99.61487209889272,0.0,49.24918201291238,116.43597974733638,80.471098023945,88.50140199227091,157.79025194243198,79.78612711800052,85.5038168997493,131.88011062007922
7,120.61237994266823,40.296437081463914,66.69974262089517,95.56287523906623,103.78699996173441,63.56490872104431,49.24918201291238,0.0,93.87374380460808,60.7744852881597,66.6585055651165,101.76430762534989,56.71658866896312,74.07693015762567,69.55119920484208
8,277.4994067101926,122.38497067593026,166.69091892525847,365.61126998535843,315.470154126788,138.36624988017402,116.43597974733638,93.87374380460808,0.0,174.0097746124768,226.45875853710652,238.33764432827388,145.7918368468441,228.38375423282594,159.56138786236082
9,206.03960237136346,64.60651254699958,120.18782882394889,192.00487998258623,194.92974851760434,93.5815817972994,80.471098023945,60.7744852881597,174.0097746124768,0.0,135.82015654460423,174.13902920565567,120.48496632221344,119.89945712520277,107.95468599521622
10,204.52307217916203,79.00481442812337,129.4537118855118,287.5869395041635,209.59765294029583,102.90239332223797,88.50140199227091,66.6585055651165,226.45875853710652,135.82015654460423,0.0,180.29734489550663,112.34661111246083,142.46393462440045,119.95487071123979
11,354.6735060498971,95.93387935573202,228.5477709751331,252.38658974314367,260.3197012401795,179.77233778856075,157.79025194243198,101.76430762534989,238.33764432827388,174.13902920565567,180.29734489550663,0.0,185.71512388430463,174.70073508805328,204.46623975588483
12,207.70631187358055,56.69805787993667,122.75595187507226,157.0221671946494,161.52687437286676,91.36275088316395,79.78612711800052,56.71658866896312,145.7918368468441,120.48496632221344,112.34661111246083,185.71512388430463,0.0,104.18003921163196,105.29616631570623
13,205.64486590659678,106.11068858375691,120.19327916219213,212.49024697854404,228.2467351108852,103.64717825660414,85.5038168997493,74.07693015762567,228.38375423282594,119.89945712520277,142.46393462440045,174.70073508805328,104.18003921163196,0.0,118.36683831884051
14,203.80431203440563,66.22662537782516,144.54812735256738,167.43716337764977,168.6767060776461,155.69020567040917,131.88011062007922,69.55119920484208,159.56138786236082,107.95468599521622,119.95487071123979,204.46623975588483,105.29616631570623,118.36683831884051,0.0
